# session_id: 07795535-fa3f-4e73-9679-455a9c3ead8a
# start_balance: 1000
# entry_threshold: 0.0001
# exit_threshold: 0.0001
# fee_pct: 0.075
# interval: 5s
# start_time: 2025-07-30_11-43-48

timestamp,type,price,amount,fee,balance
2025-07-30 11:43:48,BUY,118360.48,0.008442429432526804,0.75,0
