# session_id: 1e50
# start_balance: 1000
# entry_threshold: 0.0001
# exit_threshold: 0.0001
# fee_pct: 0.075
# interval: 5s
# start_time: 2025-07-30_14-22-25

timestamp,type,price,amount,fee,balance,profit
2025-07-30 14:22:30,BUY,117895.6,0.008475719195627318,0.75,0,
2025-07-30 14:22:36,SELL,117895.6,0.008475719195627318,0.7494375,998.5005625,-0.7494374999999991
2025-07-30 14:22:41,BUY,117880.01,0.008464129644017887,0.748875421875,0,
2025-07-30 14:22:45,SELL,117890.95,0.008464129644017887,0.7483832134923228,997.0959014429382,-0.6557856351867031
