# session_id: 6f7b
# start_balance: 1000
# entry_threshold: 0.0001
# exit_threshold: 0.0001
# fee_pct: 0.075
# interval: 5s
# start_time: 2025-07-30_14-33-47

timestamp,type,price,amount,fee,balance,profit
2025-07-30 14:33:56,BUY,117986.21,0.0084692100881959,0.75,0,
