# session_id: 23e249f4-a356-4df3-969b-7129550a8db4
# start_balance: 1000
# entry_threshold: 0.0001
# exit_threshold: 0.0001
# fee_pct: 0.075
# interval: 5s
# start_time: 2025-07-30_11-40-53

timestamp,type,price,amount,fee,balance
2025-07-30 11:41:25,BUY,118250.0,0.00845031712473573,0.75,0
