# session_id: be7da4c4-5a35-4e82-a593-8df3e2aa116b
# start_balance: 1000
# entry_threshold: 0.0001
# exit_threshold: 0.0001
# fee_pct: 0.075
# interval: 5s
# start_time: 2025-07-30_11-46-46

timestamp,type,price,amount,fee,balance
2025-07-30 11:48:12,BUY,118389.99,0.008440325064644401,0.75,0
