# session_id: f7a07e77-c6c4-4598-a672-a1b62ff22dbb
# start_balance: 1000
# entry_threshold: 0.0001
# exit_threshold: 0.0001
# fee_pct: 0.075
# interval: 5s
# start_time: 2025-07-30_11-43-54

timestamp,type,price,amount,fee,balance
2025-07-30 11:43:54,BUY,118364.11,0.008442170519425187,0.75,0
